clean_text,final_label,source_langue,pays
nhar tchouf chi mrafah kaythassab aarfo kan mzlout,negative,latin,maroc
الناطق الرسمي باسم الحكومة تنشيط متشدد لفرصة علاش انفتحنا المؤثرين,neutral,arabe,maroc
شكرا هيسبرس الصور ذكرتني بالمكان عشت الحمد لله الغربة رغم قساوتها,positive,arabe,maroc
تحية لسيد العماري,positive,arabe,maroc
sbah lkhir khay rachid kayajbni émission dyalkom bzaff ana hasnae tetouan momkin tamli oghniyat ana baachakak,positive,latin,maroc
ياسلام منظر التشجيع برا,positive,arabe,maroc
بالتوفيق وحفظك الله مفخرة المغرب,positive,arabe,maroc
تقرير رسمي فالمية العائلات المغربية صرحات بللي مستوى المعيشة ديالها العصا,neutral,arabe,maroc
li maghribi o aziza alih ibtissam o aendo nefss ala bnat blado yedir unfollow bloque hadak konan f instagram merci,neutral,latin,maroc
الصراحة المنطقة سياحية بمعنى الكلمة المسؤولين قايمينش بالواجب مجهزينهاش مزيان الدروج تيتلقاو الحمير والبالغ حشاكم وتايديروا الزحام,positive,arabe,maroc
salam oaalikom aljamia asmite ahmed a sana kantmana nalqa che bant anas atkon saleha beidni lah atkon moslima katkhaf lah ubhat adir alusra dialha abhit atkon aandha a ah sana wakha atkon amtalqa wala aandha awladha mache mochkil ok nemero diale hawa aatghaghaatght,neutral,latin,maroc
chi qent taytbaao fih hwayj qdam bal fmarrakech,neutral,latin,maroc
الغلوسي ملفات كبار عليهم شبهات فساد مشاو للقضاء واش توجه تجديد لمحاربة الفساد حملة مؤقتة؟,neutral,arabe,maroc
بغينا نبيلة منيب تواجه تحكم القصر الساحة السياسية الاقتصادية للبلد,positive,arabe,maroc
ana swti khayab o ghanit lik yaki,neutral,latin,maroc
msbougha mn chhal hadi rni,neutral,latin,maroc
عندما تقرأ كتاب فن اللامبالاة مرتين,neutral,arabe,maroc
hahwa tadfsir bdsah kan li chofo dahbi o byad bhali okan li chofo khal o zeraq,neutral,latin,maroc
ولديكم المال لشراء مسلسلات تركيه تافهه جدا ادري للمشاهد المغربي ان يقبل مشاهده تفاهه ركيكه بعيده جدا المجتمع المغربي,negative,arabe,maroc
مروع سكان المنطقة جوندارم بن الطيب فإقليم الدريوش طيحو بزناس ديال القرقوبي,neutral,arabe,maroc
تقديري فعوض تحلم تكون برلمانيا يتحقق أولا يتحقق أحلم تكون أفضل يكسبك رضا الله وحب الناس سخط الله كره الناس,positive,arabe,maroc
فرقة مكافحة العصابات بولاية امن مكناس طيحات بزناس,neutral,arabe,maroc
horia hadik baghaha trbeh o gal oghnia zouina bach yakhod retweet hh mn aend lmalika,positive,latin,maroc
aataref annai ndmt alach atarft akhir atiraaf hh,neutral,latin,maroc
whed siyed mn aaila kiji lcasa kihet voiture dyalo makihezhaach kigolina kiadiro tsogo fiha hh,neutral,latin,maroc
ouii ussi ana ghanswet liha w ghatbqa f lfianl inchallah ded f fans inchallah rebi makykhibch radi tkhrej fihom,positive,latin,maroc
الحكومة الموريتانية طلبات مواطنيها باش مايبقاوش يقربو الحدود الدول اللي حداها,neutral,arabe,maroc
قضية الدعارة هاي كلاس ففاس المتهم الرئيسي جابوه حبس بوركايز للمحكمة والمرافعة غادي تبدا النطق الحكم,neutral,arabe,maroc
منتصب القامه مرفوع الهامه,positive,arabe,maroc
الكاتب يدعو الى بدعة جديدة ديمقراطية القدر ان ان اعتقاده بالقدر مشوش,negative,arabe,maroc
أقول موتو بغيظكم المفسدون فالمغرب بلد الشرفاء الملحدون,positive,arabe,maroc
خاص كَود جابت شكون اقتاحم ضريح مولاي دريس ففاس وها فين داوه البوليس,neutral,arabe,maroc
ach dani lik ach dani lik ach dani lik menti liya mena lik,neutral,latin,maroc
واش كضحك علينا كتهضر فحال وصلنا الفضاء بحالنا بحالهم كاع سياسة وحدة,negative,arabe,maroc
we katlea mra mra dyal chi ami proche o ssafi ms machi ay wahed iqed i accedi dok infos weqtma bgha ghi ila tlaqa maaha ossafi,neutral,latin,maroc
لاتحزنو اخواني فقط دموع تماسيح يدريفها بنكيران يصل فريسته حنان الشعب,negative,arabe,maroc
كانت قناة المستوى ايام البرامج الثقافية مباريات الليغا الاسبانية البطولة الايطالية والافلام الجيدة اما الان فقد تعفنت تقزدرت ببرامج تافهة افلام ماجنة مدبلجة لل فائدة ضحك باسل كرشيد شو تخربيق ضحك الشعب,negative,arabe,maroc
بغيت ليه مصيبة وليحكرو الدراوش,negative,arabe,maroc
العرب والمسلمون ظواهر صوتية تكتفي بالبيانات والتنديد والشجب وتبتعد الافعال وهذا ادى الى تصغير فلسيطن وتكبير اسرائيل وهيمنتها,negative,arabe,maroc
rachid aarfinak kadaam chabab lmgharba jib lina ra ata soura zwina ala chabab lmgharba ghir jibo welahma tndam,positive,latin,maroc
المغرب خطر وعنصريو الأمازيغية يلعبون بالنار وبمستقبل المغاربة,negative,arabe,maroc
فخر المغرب,positive,arabe,maroc
ihab nbghik bzaf khlik maa wlad al mghrib al arabi kamline o rzfa o dima ghniw mghribi o ghni liya lmn nchki hali safa marrakech,positive,latin,maroc
حمار حسن منكم واش هدي لفتنة اولا اشنوا حولا قوة بالله العلي العظيم حسبنا آلله ونعمة الوكيل فيكم,negative,arabe,maroc
تفاصيل لقاء الأغلبية الحكوميةإشادة بتدبير الملك للعلاقات الخارجية والخدمة المخزون الاستراتيجي للمواد الأساسية والماء وغيرها بيان,neutral,arabe,maroc
ntfahm b silki,neutral,latin,maroc
كفاك عيش بالوهم والكذب نفسك الاخريننعم اصبحنا شر امة اخرجت للناس بعدما العربي بقتل اخيه العربي وبعدما المسلم بقتل اخيه المسلم,negative,arabe,maroc
oksim bilah kan yorid an aamal laho howa mohtarif yaamal fi markab madrasi litaaoin hokoma maghribiya yabaniya lihadakolmaah,neutral,latin,maroc
bach ajbatni loghnya kter kathess hanan mhafda ala hiwiya dyalha khasatan mni dkhlat maqtaa brifya bravo hanane,positive,latin,maroc
عادل تاعرابت يواصل التألق ويقدم مبارة جيدة بينفينتو,positive,arabe,maroc
البلد يقدر قيمة الانسان,positive,arabe,maroc
المنتجعات المغربية تعاني المشكل,negative,arabe,maroc
المشكل المغاربة الخانزين ممربيينش,negative,arabe,maroc
achno daro tani wlad lhram,neutral,latin,maroc
min aktar lhajat zwina f ihab ana smito sahla tktb f lyoutub hh ana kantadb maa smiyat,positive,latin,maroc
الدول العربيه فقط مستهدفة سواء نزاع عرقي وديني الصين الاف اللغات ولم نسمع بهاذا المانيا فرنسا بلجيكا نسمع بهاذا فقط المغرب الجزاءر,negative,arabe,maroc
المكتب الوطني المغربي للسياحة والكونفدرالية الوطنية سيناو اتفاق مشترك لتطوير القطاع لمواكبة المنافسة الدولية وإنعاش السياحة الداخلية,neutral,arabe,maroc
أزمة الترانسبور الحضري ففاس دفعات شركة سيتي باص باش تطلب لقاء الجماعة وثيقة,neutral,arabe,maroc
ok maakom dima ila kantou mhaysin zahyin,neutral,latin,maroc
men sebah ana kankteb chekon aendo emailat hta wahed majawbni,negative,latin,maroc
rah zeama ghadi takhod qehwa w tdiha maak w ghadi tchrbha f lit,positive,latin,maroc
madiroch kolchi maghribi rah rayhdfo taswit,neutral,latin,maroc
andi wahd sahbi haka tatdir lih sahbto li maandoch,neutral,latin,maroc
dokhli souq rassek a kheti yak hnekha hadak hh khalik f ihab o sohaila o qalbi aela ibtissam,neutral,latin,maroc
a na bagha naref ghi jwabha aal souaal li ando aalaqa b betty wakha mtwqaaha ghatkoun klaat lhriisa,neutral,latin,maroc
walah frhana bzef ana fan qdim real madridwakha kolchi wla yihmaq ala barça ana sobhanlah maamr qalbi qad ibadal,positive,latin,maroc
hh hit nti bayna katbani lihom hadok ra dima hadyiin tag,neutral,latin,maroc
الله يرحمو ويسع وبرزق أهله الصبر والسلوان قدره ان يموت مدفونا مرتين تغمده الله بواسع رحمته,negative,arabe,maroc
hanan lalat lbnat charfatna saraha bhalak nti boubi li mamcharfinach yalah tlahi man hna,negative,latin,maroc
finma thot hanane chi haja nlqak katnbhi gha bchwia alik mzl fin tnbhi,negative,latin,maroc
مغربي مغربي مغربية هدا الدستور مزية ليك ليا,positive,arabe,maroc
غريبه اخلاق برشلونه,positive,arabe,maroc
bzaf chhal hadi macheft had zham,neutral,latin,maroc
wahd dri mskin dwz had cncr ila kano gaa question haka ghadi ykoun frgao hh,neutral,latin,maroc
mzyana ntmanaw tbqaw diman daamou hanan li anha madart hta haja li aya chakhs ndaamou baadna ntouma hanan hna souhaila,positive,latin,maroc
we labassnaha lmalikna ystahal li ano maayachna bikhir lhamdolah makhasna khir we hada maandna petrol walo bhalkom,positive,latin,maroc
hh rah dak chi li khaft mano,neutral,latin,maroc
احلا عليكي فنانه,positive,arabe,maroc
الكَيرا فأوكرانيا بايدن وصفها بـالإبادة الجماعية وبوتين المفاوضات فشلات ووصلات للباب المسدود وغنواصلو الحرب نحققو الأهداف ديالنا,neutral,arabe,maroc
بوركت كلامك الجميل,positive,arabe,maroc
amina ana fakhora fik bzaf a bent bladi,positive,latin,maroc
عاشت الصداقة الاخوية المغرب والسينيغال,positive,arabe,maroc
hbibti matkhli klam silbiy iaatar fik mabqa waqt bghina laqab khlik dima top darbi ala eval bzf ghnily,positive,latin,maroc
pllz hada dafia lina bach nzido nsowto bqowa li chrfat lmghrib dyalnaibtissam pllz voté,neutral,latin,maroc
وسائل إعلام موريتانية محللين كيتوقعو باش تخرج نواكشوط بموقف جديد حول الصحرا كينسجم مواقف مريكان وألمانيا وإسبانيا والدول العربية الكبرى,neutral,arabe,maroc
خبار زوينة مامدا للفلاحة تعويضاتكم لمواجهة تأثير الجفاف غتكون موجودة فالبدية ديال الجاي وها التفاصيل,neutral,arabe,maroc
إغضبفإن الارض تحزن عندما يعتليها رجالا عاجزين هامدين الكرامة محرومين,negative,arabe,maroc
o zaydon blasst abdsalma aand ibtissam maghaybedelhach mawqif homa aarfin ach kidor binathom,neutral,latin,maroc
o lbenj dok likayhsabhom rah hadak howa rai jdid,neutral,latin,maroc
lah lah ala jaw emm jaw waar o f motanawal sidi bennour,positive,latin,maroc
ghadi nsktouh b hh,neutral,latin,maroc
السياسة بلادنا إمتداد للخديعة والمكر ومهما يكن اوصيك بأن تفجر امكاناتك الفكرية العمل الإنساني يتلاءم يملك طيبوبة القلب السياسة مسرحها ملوث وتفوح روائح كريهة أزكمت الانوف والصدور,negative,arabe,maroc
alef mabrouk lik hanan hna lmgarba nmouto fik w salami rafa w aabas w jamia tolab hani ognia nti rafa w aabas pliz,positive,latin,maroc
ahla jich o ncha allah nbyno bli howa aqwaa lta lta,positive,latin,maroc
اللهم إحفظ المملكة المغربية الشقيقة وشعبها الطيب الكريم، الفتن ظهر بطن,positive,arabe,maroc
